id,SentMessages,ReceivedMessages,MessagesOutsideWorkHours,SentFrequency,ReceivedFrequency,SentReceivedRatio,UniqueRecipients,HiddenCopy,CarbonCopy,TextLength,BytesSentReceivedRatio,QuestionMarks,ResponseTime,MessagesReadLater,DaysBetweenReceivedAndRead,AnsweredMessages,UnansweredMessages,UnrepliedMessages,MentionColleagues,MoodType,StressKeywordsPresent,SalaryChangeMentioned,VacationMentioned,PoliteMessage,Resigned,Group
1185,79,85,3,15,15,1.0625,6,6,3,215,1.2939694095329122,5,3,4,0,26,9,7,0,0,1,0,0,0,1,Sales and Marketing
1186,71,79,2,16,18,1.0972222222222223,9,1,3,76,0.5475069430397199,4,4,5,2,30,14,6,2,0,3,0,1,0,0,Research and Development
1187,76,91,3,18,12,1.1818181818181819,6,1,1,364,0.8348869333687052,3,2,4,0,31,10,10,3,0,1,0,0,0,1,Sales and Marketing
1188,65,86,2,15,15,1.303030303030303,6,1,5,162,0.9216041041726479,3,4,6,3,14,14,16,0,0,1,0,0,0,0,Development Department
1189,64,69,2,12,15,1.0615384615384615,8,4,6,152,1.9018977009657196,4,4,4,3,19,16,17,1,0,1,0,1,0,0,Quality Assurance
1190,75,90,3,22,18,1.1842105263157894,4,1,1,211,1.3998900075572462,3,3,4,0,30,11,7,2,1,0,1,0,0,1,Quality Assurance
1191,72,95,2,10,22,1.3013698630136987,11,3,3,113,0.8249438933182627,3,2,4,0,13,6,2,2,0,1,0,0,0,1,Development Department
1192,61,90,2,14,12,1.4516129032258065,9,2,4,70,0.7585732363969,4,4,7,2,26,19,15,2,0,3,0,1,0,0,IT Infrastructure
1193,69,85,2,11,13,1.2142857142857142,3,3,4,277,1.4329488243659432,3,3,5,1,26,18,13,2,0,0,0,1,0,0,Development Department
1194,82,101,3,13,12,1.216867469879518,6,1,3,237,0.5488750265334548,4,3,4,1,25,9,4,3,0,1,0,0,0,1,Research and Development
1195,81,98,3,28,21,1.1951219512195121,8,4,4,141,1.7155273532335023,4,2,5,1,20,17,5,3,0,0,0,0,0,1,Research and Development
1196,64,74,2,10,13,1.1384615384615384,7,1,5,275,1.5768816339219984,4,5,4,2,24,19,13,2,0,1,0,1,0,0,Quality Assurance
1197,57,97,2,13,14,1.6724137931034482,11,2,3,180,1.7030986256861556,4,2,5,0,24,11,16,3,0,4,0,1,0,0,Research and Development
1198,74,80,2,20,11,1.0666666666666667,4,1,3,131,0.6497084234696033,3,4,3,1,28,9,14,2,0,2,0,0,0,0,Quality Assurance
1199,67,71,2,19,11,1.0441176470588236,8,2,6,136,1.0202405835926562,4,3,5,2,27,10,10,0,0,1,0,1,0,0,Development Department
1200,64,95,2,13,19,1.4615384615384615,4,3,3,84,0.7990886458843194,3,6,7,0,17,15,12,1,0,2,0,0,0,0,Development Department
1201,77,80,3,13,15,1.0256410256410255,9,1,3,211,1.8230841470240673,4,2,4,0,20,10,6,3,0,1,0,0,0,1,Development Department
1202,78,87,3,13,13,1.1012658227848102,5,2,2,37,1.3096456947014543,3,5,5,2,25,13,8,4,0,1,0,1,0,0,Quality Assurance
1203,58,83,2,8,12,1.4067796610169492,7,3,4,387,0.7313991322911434,4,4,5,0,19,13,9,0,0,2,0,0,0,0,Development Department
1204,85,93,3,15,15,1.0813953488372092,5,1,2,198,1.7571313549939263,4,3,4,0,22,11,12,0,0,1,0,0,0,1,Development Department
1205,73,96,2,13,15,1.2972972972972974,7,1,4,960,1.7781271293061536,4,2,5,1,29,8,6,2,0,0,0,0,0,1,IT Infrastructure
1206,76,93,3,13,16,1.2077922077922079,7,1,3,98,0.8724313036784643,3,3,3,0,31,13,7,0,0,1,0,0,0,1,Development Department
1207,68,80,2,11,17,1.1594202898550725,6,1,4,127,1.0431861604392405,5,3,4,1,31,14,5,0,0,0,0,0,0,1,Research and Development
1208,70,75,2,16,11,1.056338028169014,8,3,2,163,1.0476998955459744,3,2,4,1,31,5,7,2,0,0,0,0,1,1,Quality Assurance
1209,62,93,2,16,17,1.4761904761904763,10,2,7,39,1.677022456821523,3,5,4,1,27,20,9,2,0,3,0,1,0,0,IT Infrastructure
1210,78,86,3,15,11,1.0886075949367089,7,2,2,247,0.8953111177012372,4,3,4,1,29,8,7,2,0,1,0,0,0,1,Sales and Marketing
1211,69,95,2,13,21,1.3571428571428572,4,3,2,145,1.4890697898407246,4,3,6,2,36,21,7,2,0,2,0,1,0,0,Quality Assurance
1212,71,68,2,12,11,0.9444444444444444,6,1,4,207,1.274205257446607,3,3,5,2,23,18,9,0,0,0,0,0,0,0,Research and Development
1213,75,76,3,15,16,1.0,7,4,5,65,1.2105597170252416,3,2,6,2,32,13,13,2,0,2,0,1,0,0,Quality Assurance
1214,75,103,3,18,16,1.355263157894737,6,2,2,132,0.9663637055006615,5,4,5,0,26,15,2,3,0,1,0,0,0,1,Research and Development
1215,78,82,3,18,14,1.0379746835443038,10,3,4,146,0.7285649060304694,3,1,4,1,22,12,10,1,0,1,0,0,0,1,Research and Development
1216,79,92,3,15,23,1.15,7,1,3,405,1.1064559031559018,4,3,4,1,23,12,6,3,0,0,0,0,0,1,Sales and Marketing
1217,80,114,3,9,22,1.4074074074074074,3,1,1,306,0.925149612707987,3,3,5,1,21,8,9,2,0,0,0,0,0,1,Quality Assurance
1218,68,95,2,13,17,1.3768115942028984,5,1,3,154,1.598393236896203,4,6,4,1,29,12,7,1,0,2,0,1,0,0,Sales and Marketing
1219,65,87,2,18,24,1.3181818181818181,5,3,2,142,0.8157810728823602,4,3,5,1,26,10,4,2,0,0,0,0,0,1,Sales and Marketing
1220,67,100,2,17,16,1.4705882352941178,6,2,2,88,0.8857613204977175,3,3,4,0,30,11,2,2,0,0,0,0,0,1,Quality Assurance
1221,71,100,2,16,23,1.3888888888888888,3,1,2,341,1.4798263897232276,4,3,5,1,21,14,4,0,0,0,0,0,1,1,Development Department
1222,68,105,2,15,10,1.5217391304347827,7,1,2,75,1.2255144298829912,5,2,5,0,20,10,11,2,0,0,1,0,0,1,Development Department
1223,68,98,2,14,11,1.4202898550724639,4,2,1,138,0.6745551245671753,3,2,5,0,19,4,6,1,0,0,0,0,0,1,Sales and Marketing
1224,75,80,3,14,15,1.0526315789473684,8,4,5,28,1.6370825585532014,4,5,6,0,28,12,6,4,0,2,0,1,0,0,IT Infrastructure
1225,61,92,2,16,16,1.4838709677419355,7,2,3,98,1.1101656503292365,4,2,4,3,19,17,13,4,0,0,0,1,0,0,Sales and Marketing
1226,76,109,3,16,20,1.4155844155844155,8,4,3,162,0.9527953783452955,5,3,5,1,20,3,7,3,0,1,0,0,0,1,Sales and Marketing
1227,74,79,2,16,11,1.0533333333333332,6,4,5,66,1.0747915144058842,3,4,3,0,24,15,12,1,0,2,0,1,0,0,Sales and Marketing
1228,95,80,3,16,13,0.8333333333333334,7,2,2,102,0.7665632853904842,5,4,4,1,20,13,8,1,0,0,0,0,0,1,Development Department
1229,66,100,2,12,15,1.492537313432836,3,1,5,291,0.6696672336978367,5,3,4,0,24,12,6,1,0,1,0,0,0,1,Development Department
1230,71,74,2,19,14,1.0277777777777777,7,1,2,102,1.4585224295647534,5,3,4,0,28,9,8,1,0,0,0,0,0,1,Development Department
1231,73,108,2,17,20,1.4594594594594594,7,2,2,101,1.7098552112237204,3,2,5,0,28,9,5,3,1,1,0,0,0,1,Sales and Marketing
1232,65,82,2,12,20,1.2424242424242424,8,2,2,25,1.2324437125605612,4,6,4,1,24,10,10,2,0,3,0,1,0,0,IT Infrastructure
1233,58,78,2,11,21,1.3220338983050848,4,2,5,53,1.1748524806550957,3,2,6,2,19,11,8,1,0,1,0,1,0,0,Development Department
1234,69,76,2,13,18,1.0857142857142856,7,2,3,153,1.6120850992763907,4,2,4,0,31,16,7,0,0,0,0,0,1,1,Quality Assurance
1235,77,82,3,13,20,1.0512820512820513,4,2,2,140,0.6840922010720989,4,2,4,1,26,11,8,3,0,1,0,0,0,1,Quality Assurance
1236,76,91,3,14,15,1.1818181818181819,4,1,3,120,1.6126826295967713,3,3,4,1,21,9,2,1,0,0,1,0,0,1,Quality Assurance
1237,69,82,2,14,14,1.1714285714285715,4,1,6,30,0.524256676071148,3,4,5,1,18,13,7,3,0,1,0,0,0,0,Research and Development
1238,76,75,3,18,13,0.974025974025974,7,2,5,169,1.654482790290872,4,6,5,3,29,16,9,0,0,0,0,1,0,0,Sales and Marketing
1239,61,66,2,11,8,1.064516129032258,6,5,4,184,1.877208007445872,3,6,5,0,27,15,5,0,0,2,0,0,0,0,Quality Assurance
1240,72,83,2,12,15,1.1369863013698631,7,7,4,426,1.2604885410999835,3,5,6,0,19,17,8,2,0,3,0,1,0,0,Sales and Marketing
1241,53,80,2,14,15,1.4814814814814814,8,1,4,120,1.330194159457055,3,3,5,2,22,9,15,5,0,1,0,0,0,0,Quality Assurance
1242,64,87,2,15,17,1.3384615384615384,8,2,4,173,1.5517184724456343,4,4,6,3,24,16,12,1,0,2,0,1,0,0,IT Infrastructure
1243,67,77,2,16,14,1.1323529411764706,6,3,5,89,0.9771874928047379,3,4,5,1,16,15,11,0,0,2,0,0,0,0,Sales and Marketing
1244,72,86,2,15,19,1.178082191780822,8,1,2,215,1.188741145126624,5,3,4,0,22,12,2,1,0,1,0,0,0,1,Quality Assurance
1245,78,97,3,20,18,1.2278481012658229,11,1,4,189,1.3134002185990086,3,1,5,1,23,10,3,0,0,0,0,0,0,1,Development Department
1246,59,85,2,20,12,1.4166666666666667,6,1,2,85,1.2347786867968225,3,3,5,2,31,5,6,2,0,0,0,0,0,0,Sales and Marketing
1247,80,78,3,16,14,0.9629629629629629,7,2,3,85,0.961188010019163,3,3,5,1,18,12,23,2,0,2,0,0,0,0,Research and Development
1248,75,87,3,15,13,1.144736842105263,9,2,5,147,1.121369300008698,3,2,5,0,36,9,6,1,0,0,0,0,0,1,Development Department
1249,71,93,2,19,14,1.2916666666666667,4,2,5,240,1.4384004531557062,3,3,4,1,28,14,5,0,0,1,0,1,0,0,Development Department
1250,62,62,2,16,15,0.9841269841269841,6,1,4,121,0.8025380732003707,4,3,7,3,31,15,14,2,0,2,0,1,0,0,Research and Development
1252,62,78,2,14,14,1.2380952380952381,3,3,4,179,0.7954831739349941,3,4,6,1,24,17,7,1,0,0,0,0,0,0,Development Department
1253,61,87,2,7,15,1.403225806451613,5,1,5,75,0.9704970012670084,4,2,4,2,20,14,10,1,0,2,0,0,0,0,Quality Assurance
1254,61,70,2,10,17,1.1290322580645162,9,3,2,141,0.6750609640217912,4,4,4,1,24,17,4,2,0,2,0,1,0,0,Quality Assurance
1255,81,99,3,18,15,1.2073170731707317,2,2,2,138,0.68310086770332,4,3,5,0,20,16,16,0,0,1,0,0,0,1,Sales and Marketing
1256,64,93,2,19,18,1.4307692307692308,4,1,2,42,0.5348414445342355,3,3,5,2,23,20,13,1,0,1,0,0,0,0,Sales and Marketing
1257,77,96,3,17,14,1.2307692307692308,5,1,2,166,1.6210811202067,4,2,4,0,30,10,4,2,0,0,0,0,0,1,Sales and Marketing
1258,78,84,3,20,12,1.0632911392405062,9,2,6,59,1.3517157670992728,3,5,6,3,18,14,16,0,0,3,0,0,0,0,Quality Assurance
1259,70,77,2,17,12,1.0845070422535212,8,1,7,325,0.8835503942245954,3,3,6,2,30,9,10,2,0,0,0,0,0,0,Sales and Marketing
1260,72,95,2,16,13,1.3013698630136987,4,1,1,128,1.1584681019322918,4,2,4,1,38,15,7,2,0,1,0,0,0,1,Development Department
1261,94,99,3,12,19,1.0421052631578946,5,3,2,155,1.7223221817788934,4,2,4,1,17,13,9,3,0,0,0,0,0,1,Quality Assurance
1262,57,86,2,8,14,1.4827586206896552,5,2,2,143,0.9842443486508805,4,3,4,1,26,14,8,1,0,0,0,0,0,1,Sales and Marketing
1263,59,80,2,17,17,1.3333333333333333,9,1,4,62,1.9917495480285439,3,2,4,1,21,14,8,1,0,2,0,1,0,0,Development Department
1264,68,97,2,12,20,1.4057971014492754,5,2,2,119,1.1000156330972752,5,2,5,0,20,17,7,1,1,0,0,0,0,1,Sales and Marketing
1265,62,88,2,22,15,1.3968253968253967,8,2,4,70,0.9995574432905963,4,4,4,2,32,15,16,1,0,2,0,1,0,0,IT Infrastructure
1266,65,79,2,15,17,1.196969696969697,7,2,3,479,1.723787251124663,4,3,4,1,25,13,12,0,0,2,0,0,0,0,Sales and Marketing
1267,69,99,2,15,16,1.4142857142857144,9,2,4,104,1.1503742153013756,3,6,4,0,28,7,13,2,0,3,0,1,0,0,IT Infrastructure
1268,68,87,2,13,14,1.2608695652173914,5,4,5,81,0.5775674919475193,4,4,5,2,27,9,4,1,0,2,0,0,0,0,Sales and Marketing
1269,70,90,2,17,12,1.267605633802817,8,3,5,46,1.8240015396663072,3,5,4,1,18,14,6,1,0,2,0,1,0,0,Research and Development
1270,74,91,2,9,21,1.2133333333333334,4,1,4,77,0.9641517460917115,4,5,7,1,26,12,14,2,0,0,0,1,0,0,Sales and Marketing
1271,61,90,2,8,16,1.4516129032258065,6,1,2,133,0.8083286226355666,3,3,5,1,32,16,9,2,0,0,1,0,0,1,Quality Assurance
1272,67,93,2,20,22,1.3676470588235294,7,1,2,116,1.3494685705389753,4,2,5,0,30,11,5,3,0,0,0,0,0,1,Quality Assurance
1273,69,79,2,9,14,1.1285714285714286,6,4,2,1305,1.8321285092309076,3,3,5,2,20,15,12,2,0,2,0,1,0,0,IT Infrastructure
1274,51,77,2,11,16,1.4807692307692308,6,4,5,33,0.5425076368812171,4,4,3,2,17,9,17,1,0,3,0,1,0,0,Quality Assurance
1275,59,77,2,19,13,1.2833333333333334,4,4,4,56,0.929095196500908,4,3,5,1,17,13,12,2,0,2,0,1,0,0,Development Department
1276,81,87,3,16,9,1.0609756097560976,5,3,2,184,0.5481513641262465,5,3,3,0,21,9,5,2,1,1,0,0,0,1,Research and Development
1277,75,90,3,10,16,1.1842105263157894,7,1,2,229,1.3090918759106909,4,3,4,0,26,11,-1,1,1,0,0,0,0,1,Research and Development
1278,65,84,2,13,13,1.2727272727272727,4,4,2,80,0.9115055667174099,5,3,4,0,36,10,9,1,0,1,0,0,0,1,Development Department
1279,77,82,3,12,17,1.0512820512820513,6,1,6,51,1.9897342201939585,4,3,5,2,23,15,8,2,0,1,0,1,0,0,IT Infrastructure
1280,78,97,3,20,19,1.2278481012658229,4,1,1,227,1.0421091439792833,3,3,5,2,25,11,10,0,0,1,0,0,1,1,Development Department
1281,77,95,3,16,19,1.2179487179487178,4,1,5,116,1.356851809519072,5,1,5,0,28,11,8,0,0,1,0,0,0,1,Development Department
1282,63,94,2,18,14,1.46875,3,1,1,151,1.7404703563392792,5,2,4,1,21,7,6,1,0,1,0,0,0,1,Research and Development
1283,69,90,2,8,13,1.2857142857142858,6,2,2,148,1.8565673364797703,3,4,5,1,23,11,14,2,0,2,0,0,0,0,Sales and Marketing
1284,66,80,2,15,11,1.1940298507462686,8,4,4,180,1.7470909354380164,4,2,6,3,32,9,10,4,0,1,0,0,0,0,Research and Development
1285,74,93,2,12,14,1.24,5,1,1,208,1.4783984624484992,3,2,3,0,20,10,9,1,0,1,0,0,0,1,Research and Development
1286,69,93,2,14,13,1.3285714285714285,4,3,2,118,1.417094713075583,4,3,4,1,34,8,8,1,0,0,0,0,0,1,Quality Assurance
1287,71,96,2,18,11,1.3333333333333333,5,1,2,168,1.0715676999374972,3,2,4,1,24,14,7,0,0,0,0,0,0,1,Development Department
1288,72,95,2,16,15,1.3013698630136987,8,2,6,40,0.878273672116823,3,4,5,2,22,10,7,1,0,3,0,1,0,0,Research and Development
1289,64,76,2,13,20,1.1692307692307693,13,2,3,283,1.9715586030936327,4,2,4,1,23,10,5,1,0,1,0,0,0,1,Development Department
1290,68,71,2,16,15,1.0289855072463767,5,2,5,123,0.678413623968767,3,5,5,2,19,16,3,1,0,0,0,0,0,0,Quality Assurance
1291,53,79,2,14,15,1.462962962962963,4,1,4,601,1.7921891686957527,3,3,4,1,20,18,5,2,0,0,0,1,0,0,Development Department
1292,68,91,2,13,16,1.318840579710145,8,1,2,203,0.6564579248383959,4,4,4,1,24,8,6,3,1,1,0,0,0,1,Research and Development
1293,71,94,2,15,12,1.3055555555555556,5,1,2,107,1.7758388850316358,4,2,4,0,25,13,6,3,0,1,0,0,0,1,Development Department
1294,78,80,3,19,20,1.0126582278481013,5,3,3,288,0.6533556937212303,4,1,4,1,31,12,9,1,1,1,0,0,1,1,Quality Assurance
1295,57,88,2,14,14,1.5172413793103448,6,1,4,480,0.8953266601377898,3,3,4,0,24,13,2,0,0,0,0,0,1,1,Sales and Marketing
1296,67,85,2,16,13,1.25,7,2,3,175,1.9783065959357349,5,3,4,0,29,10,4,1,0,0,0,0,1,1,Development Department
1297,63,82,2,12,9,1.28125,5,3,2,170,1.5137092011871447,3,4,5,0,26,13,9,1,0,1,0,0,0,0,Research and Development
1298,59,70,2,12,13,1.1666666666666667,6,4,1,90,0.6951510835663245,3,5,4,0,28,18,7,2,0,1,0,0,0,0,Quality Assurance
1299,92,85,3,16,11,0.9139784946236559,5,3,3,361,0.701844334257038,4,2,5,1,28,13,11,1,0,1,0,0,0,1,Research and Development
1300,72,84,2,14,23,1.1506849315068493,10,2,4,124,0.6941669085601496,4,6,4,3,24,15,14,0,0,2,0,1,0,0,Research and Development
1301,66,75,2,15,15,1.1194029850746268,6,3,5,808,1.1942088769927055,3,6,6,2,28,21,17,2,0,1,0,0,0,0,Development Department
1302,62,79,2,11,19,1.253968253968254,8,2,4,154,0.8765851383273107,4,5,5,2,21,8,12,3,0,1,0,0,0,0,Research and Development
1303,70,98,2,16,21,1.380281690140845,4,1,2,538,0.7430858564052845,5,4,5,0,29,16,10,1,0,1,0,0,0,1,Development Department
1304,74,90,2,14,16,1.2,6,1,3,246,0.8535389584414842,4,3,3,1,30,7,8,1,0,1,0,0,0,1,Sales and Marketing
1305,71,86,2,18,18,1.1944444444444444,6,3,4,52,1.0862965759909518,3,3,4,1,33,11,9,2,0,0,0,1,0,0,Research and Development
1306,68,70,2,19,5,1.0144927536231885,5,1,5,54,0.9429573814148492,3,6,6,3,22,11,10,2,0,0,0,0,0,0,Research and Development
1307,70,70,2,15,15,0.9859154929577465,3,1,3,178,1.520375726693019,5,3,4,1,19,8,11,1,1,0,0,0,1,1,Research and Development
1308,74,82,2,15,19,1.0933333333333333,9,2,9,142,1.025179484281606,3,4,4,0,24,16,15,2,0,1,0,0,0,0,IT Infrastructure
1309,50,74,2,11,12,1.4509803921568627,4,1,1,313,1.9029945303558884,5,2,3,1,30,8,6,1,0,1,0,0,0,1,IT Infrastructure
1310,57,85,2,14,20,1.4655172413793103,6,2,4,220,1.54573154108845,4,6,5,2,23,10,16,2,0,2,0,0,0,0,Quality Assurance
1311,69,87,2,14,20,1.2428571428571429,7,2,4,46,1.469405498533832,4,4,5,1,28,10,11,2,0,0,0,0,0,0,IT Infrastructure
1312,65,94,2,10,15,1.4242424242424243,8,3,6,525,1.2707794417822016,4,3,7,1,23,11,8,1,0,1,0,1,0,0,Quality Assurance
1313,83,98,3,21,17,1.1666666666666667,6,1,5,356,1.8135127570024734,5,2,4,0,32,11,4,3,0,1,0,0,0,1,IT Infrastructure
1314,68,90,2,15,20,1.3043478260869565,5,2,2,115,1.0307520362857865,3,2,4,0,21,8,8,2,0,0,0,0,0,1,Sales and Marketing
1315,73,91,2,16,14,1.2297297297297298,5,1,1,363,0.5736969628965598,4,3,4,1,17,14,7,2,1,0,0,0,0,1,Quality Assurance
1316,75,80,3,13,16,1.0526315789473684,10,1,3,149,1.2125444290709972,3,1,4,0,23,11,4,2,1,0,0,0,0,1,IT Infrastructure
1317,78,69,3,17,14,0.8734177215189873,6,2,3,95,1.3520549600534557,5,3,3,0,25,10,12,2,0,0,0,0,0,1,Sales and Marketing
1318,55,91,2,14,16,1.625,7,2,5,252,0.7144739170928704,4,6,4,1,27,12,7,1,0,3,0,1,0,0,IT Infrastructure
1319,78,104,3,22,13,1.3164556962025316,4,2,2,72,1.4468033721006934,5,3,5,1,37,9,10,2,0,0,0,0,0,1,Development Department
1320,76,83,3,14,12,1.077922077922078,5,3,2,100,1.7946090046866185,3,2,4,1,27,12,7,2,1,1,0,0,1,1,Development Department
1321,80,74,3,13,13,0.9135802469135802,10,2,4,33,0.76949061835845,4,3,6,1,20,9,12,1,0,1,0,0,0,0,Sales and Marketing
1322,66,94,2,15,19,1.4029850746268657,12,2,5,166,0.8470438646142422,4,2,5,2,20,13,8,1,0,1,0,1,0,0,Research and Development
1323,71,97,2,8,13,1.3472222222222223,11,2,2,136,1.7005510297128574,3,2,5,1,31,9,7,2,0,1,0,0,0,1,Research and Development
1324,62,82,2,16,9,1.3015873015873016,3,3,4,104,0.5709381913683118,3,3,4,2,21,16,12,0,0,3,0,1,0,0,Development Department
1325,89,109,3,17,13,1.211111111111111,3,1,1,277,1.7095108900392961,4,3,4,1,21,13,9,2,1,0,0,0,0,1,Development Department
1326,78,97,3,16,15,1.2278481012658229,5,2,1,76,1.2688541746547646,4,3,4,0,27,10,2,0,0,1,0,0,0,1,Research and Development
1327,79,78,3,17,13,0.975,9,2,6,50,1.7490847114212078,3,5,4,1,26,14,10,0,0,2,0,0,0,0,Quality Assurance
1328,62,84,2,14,12,1.3333333333333333,7,2,5,120,1.7038321562716483,3,4,5,1,22,16,18,2,0,1,0,1,0,0,Research and Development
1329,87,100,3,10,15,1.1363636363636365,5,3,3,168,0.7750685746633579,3,3,5,1,18,16,4,2,0,0,0,0,0,1,IT Infrastructure
1330,72,86,2,11,18,1.178082191780822,4,1,1,206,1.802962340247182,5,2,4,1,23,15,6,2,0,0,0,0,0,1,Quality Assurance
1331,70,89,2,14,13,1.2535211267605635,8,1,6,100,0.6170732272104829,4,4,4,1,25,13,9,1,0,2,0,1,0,0,IT Infrastructure
1332,70,83,2,8,10,1.1690140845070423,7,2,3,136,0.5809553416514396,4,2,4,1,34,13,6,2,0,1,0,0,0,1,Development Department
1333,69,95,2,10,19,1.3571428571428572,6,1,6,104,1.6287798771374453,3,2,5,0,18,12,6,3,0,0,0,0,0,1,Quality Assurance
1334,69,90,2,15,18,1.2857142857142858,7,3,5,68,1.9850803624619828,3,4,6,0,28,14,4,3,0,2,0,0,0,0,IT Infrastructure
1335,68,78,2,18,12,1.1304347826086956,6,3,3,124,1.0792981050936015,3,3,6,2,24,9,13,2,0,1,0,1,0,0,IT Infrastructure
1336,76,80,3,20,13,1.0389610389610389,5,5,2,75,1.0012370230335952,3,4,5,1,24,13,6,1,0,2,0,1,0,0,Quality Assurance
1337,60,86,2,17,17,1.4098360655737705,6,4,2,58,1.201773006994354,4,5,5,3,27,18,7,0,0,0,0,1,0,0,Sales and Marketing
1338,83,85,3,16,14,1.0119047619047619,4,2,1,117,1.6251470516441915,4,3,5,1,30,14,2,1,0,1,0,0,0,1,Research and Development
1339,53,82,2,11,18,1.5185185185185186,10,4,3,46,1.074655737270527,3,6,4,2,22,17,11,0,0,1,0,0,0,0,IT Infrastructure
1340,88,93,3,13,15,1.0449438202247192,2,2,2,106,1.0457980286721824,4,4,4,1,33,11,9,2,0,1,0,0,0,1,Research and Development
1341,76,84,3,9,9,1.0909090909090908,7,1,2,97,1.620919239179412,4,3,4,0,29,9,5,1,0,1,0,0,0,1,Research and Development
1342,73,90,2,17,19,1.2162162162162162,6,2,3,220,1.2453355576945024,5,2,5,1,23,9,6,0,0,1,0,0,0,1,Development Department
1343,59,68,2,12,9,1.1333333333333333,8,2,4,13,1.2490779092172875,3,5,4,2,24,13,14,2,0,1,0,0,0,0,Research and Development
1344,67,109,2,18,15,1.6029411764705883,1,1,3,157,0.6876466074930694,4,2,5,0,31,12,1,1,0,1,0,0,0,1,IT Infrastructure
1345,71,91,2,11,20,1.2638888888888888,8,3,3,125,0.8171731945588026,4,3,5,0,28,7,10,3,1,1,0,0,0,1,Development Department
1346,82,95,3,18,15,1.144578313253012,8,1,4,168,1.5757419980852334,4,3,5,0,29,12,5,2,0,1,0,0,0,1,Quality Assurance
1347,68,92,2,11,15,1.3333333333333333,6,1,3,131,1.9855050859147996,4,2,3,1,25,15,6,1,0,0,0,0,1,1,IT Infrastructure
1348,66,74,2,17,15,1.1044776119402986,5,3,6,89,1.722813673335867,3,4,4,2,26,16,7,1,0,3,0,1,0,0,Development Department
1349,56,88,2,18,17,1.543859649122807,7,3,5,79,1.904852958928618,4,6,5,2,23,12,6,3,0,2,0,1,0,0,Development Department
1350,72,82,2,11,13,1.1232876712328768,6,1,2,178,1.463663614442632,4,3,4,1,37,9,3,2,1,1,0,0,0,1,Research and Development
1351,62,84,2,16,13,1.3333333333333333,6,2,5,113,1.74706839891556,4,5,4,0,22,20,12,1,0,2,0,0,0,0,Quality Assurance
1352,70,94,2,16,17,1.323943661971831,8,2,6,207,1.8895620218740175,4,4,6,2,20,12,9,2,0,1,0,1,0,0,IT Infrastructure
1353,55,71,2,11,16,1.2678571428571428,8,2,3,200,0.662492302286234,4,4,5,3,25,12,10,3,0,2,0,0,0,0,IT Infrastructure
1354,55,86,2,18,19,1.5357142857142858,8,1,5,211,0.8640138898339271,4,3,5,2,23,8,13,2,0,1,0,0,0,0,Research and Development
1355,58,84,2,8,15,1.423728813559322,12,4,6,69,0.8301093591813344,4,3,4,1,22,11,13,2,0,0,0,1,0,0,Quality Assurance
1356,55,87,2,16,12,1.5535714285714286,7,4,4,183,1.9549261027595377,3,5,7,1,26,18,11,0,0,3,0,1,0,0,IT Infrastructure
1357,83,68,3,13,17,0.8095238095238095,8,4,4,409,1.5995879972118998,3,3,3,0,31,18,13,0,0,1,0,1,0,0,Quality Assurance
1358,55,81,2,15,18,1.4464285714285714,14,3,7,191,1.4436595371970982,3,6,5,1,18,16,11,3,0,1,0,1,0,0,IT Infrastructure
1359,85,77,3,15,17,0.8953488372093024,8,2,2,153,1.9593688181589426,4,2,4,1,20,15,4,1,0,0,0,0,0,1,Research and Development
1360,70,92,2,11,21,1.295774647887324,2,4,5,149,1.4353129159339542,3,6,5,3,26,13,8,2,0,4,0,0,0,0,Sales and Marketing
1361,73,90,2,15,13,1.2162162162162162,6,2,3,112,1.1698269190147232,4,3,5,1,9,6,9,1,0,0,0,0,0,1,IT Infrastructure
1362,59,81,2,14,14,1.35,5,3,5,248,1.5458419290183083,3,5,6,3,26,19,4,2,0,0,0,0,0,0,Development Department
1363,67,93,2,17,13,1.3676470588235294,6,1,3,271,1.0774819167918728,4,4,5,3,23,9,5,3,0,0,0,0,0,0,Development Department
1364,69,103,2,13,19,1.4714285714285715,3,1,1,131,0.8692778152116293,3,2,5,0,22,10,16,3,0,0,0,0,0,1,Sales and Marketing
1365,77,97,3,11,15,1.2435897435897436,6,3,5,110,0.7373909130029488,3,3,7,2,32,13,9,1,0,3,0,0,0,0,IT Infrastructure
1366,55,92,2,9,13,1.6428571428571428,6,2,5,116,1.2151328640746293,3,2,4,0,20,6,12,3,1,0,0,0,0,1,Development Department
1367,69,97,2,12,15,1.3857142857142857,6,2,2,95,1.644915047674477,4,3,5,1,34,12,8,2,0,1,0,0,1,1,Development Department
1368,75,90,3,17,13,1.1842105263157894,5,3,2,179,1.6032279669307032,4,2,4,0,22,12,6,2,1,0,0,0,0,1,IT Infrastructure
1369,64,75,2,10,14,1.1538461538461537,7,1,2,360,1.5179575423762854,3,4,5,1,23,14,9,1,0,0,0,0,0,0,Quality Assurance
1370,83,96,3,8,21,1.1428571428571428,6,2,2,256,0.742505893772162,4,3,4,1,23,14,10,0,0,0,0,0,1,1,IT Infrastructure
1371,62,82,2,17,18,1.3015873015873016,7,3,5,60,0.6341760128388143,3,3,4,2,19,16,8,3,0,3,0,0,0,0,Quality Assurance
1372,75,72,3,16,13,0.9473684210526315,6,1,5,302,1.5954439322202545,4,2,4,2,25,13,13,3,0,3,0,1,0,0,Sales and Marketing
